,,,parent_is_primary,slcID,trackScore,parent,id,t0,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,shw,ntrk,nshw,true_ntrk,true_nshw,shw,trk,trk,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,shw,shw,trk,trk,shw,shw,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk,shw,shw,shw,shw,shw,shw,shw,trk,trk,trk,trk,trk,trk,trk
1,83,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,83,8,1,1,,1,0,,0,105.936844,90.17217,504.02487,46.75863,117.09532,493.69852,-0.032359492,0.62055606,-0.7834941,71.33391,0.27592102,0.09,0.3113044,0.15,2,,,,0.0,0.0,0.0,0.0,,,0.59600925,0.024608,0.59600925,0.0,0.28240296,0.096979804,0,52,11,0.47599065,105.741425,93.109886,495.07043,105.61988,93.13198,509.4,0.0016966513,0.0035035599,0.47597447,14.346152,2,0,0.47599065,0,0.0,1.2348604,0.028539859,0.0,139.0873,-0.91777664,0.38072053,-0.11286226,105.3869,93.25695,495.02682,0.38628152,1.5275387,1.2348604,0.053726852,28.0,1.0977651,0.67709655,0.054410767,30,0.77691066,0.40669575,0.028539859,34,2.6581073,0.9606511,0.012289389,0.9606511,0.0,0.027059488,105.741425,93.109886,495.07043,0,52,11,0.47599065,105.741425,93.109886,495.07043,105.61988,93.13198,509.4,0.0016966513,0.0035035599,0.47597447,14.346152,2,0,0.47599065,0,0,1,0,1,True,False,0.1387937068939209,0.015633968636393547,0.008098728023469448,0.9998449683189392,0.015633968636393547,0.008098728023469448,0.9998449683189392,0.015638815239071846,0.007837115786969662,0.9998469948768616,0.015633968636393547,0.008098728023469448,0.9998449683189392,1.6952270832904381,0.01209240501760277,2.4638927231077745,0.01209240501760277,0.08201769951707469,6.96023325649548e-05,0.8425843043335808,6.96023325649548e-05,1177.3757310221397,-0.9400411,0.0,0.0,0.0,139.18940655913494,0.0,12104.690618159357,-0.7084108563727758,0.0018480866,-0.031551037,0.018087199,202.7553918778866,0.01831265,0.08194809718450974,-0.4474508,0.0,0.0,0.0,1.6831346782728354,0.0,0.8425147020010159,-0.337196946144104,0.19541931,-2.9377136,8.954437,2.451800318090172,9.4260435
1,83,9,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,83,9,1,1,,1,0,,0,64.71091,-188.3884,303.18866,50.268173,-181.19527,424.30594,0.12240313,-0.2727682,0.9542615,228.6769,0.621082,0.53,0.6597801,0.96,2,,,,28.722572,543.975,182.62813,62.90104,,,0.92716795,0.027480822,0.92716795,0.0,0.039362688,0.0059885276,0,52,11,0.5527817,65.01336,-189.07805,303.32468,53.777798,-191.53381,343.66183,-0.002600001,-0.007620871,0.5527228,43.61358,2,1,0.5527817,0,2.0,1.871014,0.5127897,0.0,5.637115,-0.011287525,0.015444601,0.99981713,63.98657,-187.67311,394.27475,90.9667,0.19012357,1.9633397,0.51210135,307.0,0.58447176,1.8804313,0.5107123,327,0.61660755,1.871014,0.5127897,510,0.30005488,0.7542678,0.7542678,0.12475015,11.0,0.12098203,65.01336,-189.07805,303.32468,0,52,11,0.5527817,65.01336,-189.07805,303.32468,53.777798,-191.53381,343.66183,-0.002600001,-0.007620871,0.5527228,43.61358,2,1,0.5527817,0,0,1,0,1,True,True,0.6300051808357239,0.012295800261199474,-0.01672404631972313,0.9997845888137817,0.012295800261199474,-0.01672404631972313,0.9997845888137817,0.012269211001694202,-0.016663268208503723,0.999785840511322,0.012295800261199474,-0.01672404631972313,0.9997845888137817,0.03988987448404403,0.017251616138428693,0.28342189619266345,0.017251616138428693,0.0008159520822809289,0.00016451792769916435,0.05060703804813332,0.00016451792769916435,3.9596545111665264,-0.07234678,0.0,-0.0,0.0,1.3122398599623184,0.0,306.60804464223975,0.1396997758713532,-0.004652153,-0.0036474434,-0.00044841997,15.428715658779897,0.0021063972,0.0006514341545817646,-0.039991975,0.0,0.0,0.0,0.02263825834561534,0.0,0.05044252012043415,0.07722347974777222,-0.3024521,0.6896515,-0.13601685,0.26617028005423476,0.7652431
1,83,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,83,10,1,1,,1,0,,0,-75.97477,-85.86719,195.81229,-67.34411,-100.541275,305.066,-0.04570796,0.00203706,0.9989528,386.47717,0.97453606,0.72,1.0075073,1.18,2,,,,35.208225,416.7152,317.66782,28.109556,,,0.92065847,0.029659903,0.92065847,0.0,0.041810375,0.00787125,0,52,11,0.3592279,-76.029564,-85.89857,195.63054,-74.96826,-82.710846,231.29538,-0.0126818055,-0.0023552466,0.35899588,37.78848,2,1,0.3592279,0,2.0,1.9581125,0.34369668,0.0,5.8293157,0.021503296,0.09199498,0.9955274,-74.76173,-80.47454,254.32687,58.96004,0.18456438,1.9817173,0.34336048,257.0,0.5195402,2.0181377,0.340534,266,0.71754247,1.9581125,0.34369668,410,0.30134782,0.79553604,0.79553604,0.054710437,11.0,0.14975351,-76.029564,-85.89857,195.63054,0,52,11,0.3592279,-76.029564,-85.89857,195.63054,-74.96826,-82.710846,231.29538,-0.0126818055,-0.0023552466,0.35899588,37.78848,2,1,0.3592279,0,0,1,0,1,True,True,0.9802470207214355,-0.00018127643852494657,-0.007672281935811043,0.9999704957008362,-0.00018127643852494657,-0.007672281935811043,0.9999704957008362,-0.00017637947166804224,-0.007669355254620314,0.9999706149101257,-0.00018127643852494657,-0.007672281935811043,0.9999704957008362,0.10214002602844592,0.03514694184655239,0.04656920923264251,0.03514694184655239,0.0035856448378518255,0.0004437569214157918,0.0021258531352593524,0.0004437569214157918,7.080200363775609,-0.04323498,-0.0,-0.0,0.0,1.9060857264446458,0.0,3.790580231350281,1.7287608572579611,-0.00072069746,-0.0003653111,0.0009290341,0.3249860951191275,0.00084840634,0.0031418879164360337,-0.015531212,0.0,0.0,0.0,0.06699308418189354,0.0,0.0016820962138435606,0.6210191249847412,0.05479431,0.0313797,0.18174744,0.011422267386090118,0.19240382
1,17,1,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,1,1,1,,1,0,,0,8.221226,155.39105,471.12402,7.408895,158.86699,492.99902,-0.15628554,0.122206345,0.9801227,23.516754,0.15689138,0.11,0.18424608,0.29,2,,,,15.967438,142.76779,64.947044,18.192078,,,0.9257895,0.002016546,0.9257895,0.0,0.026678639,0.045515355,0,52,11,0.061371885,7.8359776,155.44084,471.0741,6.4989367,157.35428,479.00696,0.0054152743,0.0067143794,0.060760505,8.513666,2,1,0.061371885,0,2.0,2.6133232,0.058038753,0.0,3.8429341,-0.044942155,0.018091593,0.9988258,7.157229,155.71408,486.1591,15.102718,0.19889626,2.4535642,0.057374284,43.0,0.58243304,3.6185086,0.056810603,44,0.6201613,2.6133232,0.058038753,72,0.30035266,0.9785551,0.0075858375,0.9785551,0.0,0.013859072,7.8359776,155.44084,471.0741,0,52,11,0.061371885,7.8359776,155.44084,471.0741,6.4989367,157.35428,479.00696,0.0054152743,0.0067143794,0.060760505,8.513666,2,1,0.061371885,0,0,1,0,1,True,True,0.1891523152589798,0.007133279927074909,0.01354909036308527,0.9998827576637268,0.007133279927074909,0.01354909036308527,0.9998827576637268,0.007166827563196421,0.013544688932597637,0.9998826384544373,0.007133279927074909,0.01354909036308527,0.9998827576637268,0.052289258666470856,0.12603431263010484,0.19758871331967248,0.12603431263010484,0.00015868761703085574,0.0009748707916889352,0.007384752215984436,0.0009748707916889352,-0.8372218981389995,-0.05431042,0.0,0.0,0.0,-0.5851188650511914,0.0,6.575108700498215,2.0820678641212207,0.049164023,-0.0003203111,0.00010598494,0.567737461302074,0.00078942266,-0.0008161831746580795,-0.0033331327,0.0,0.0,0.0,-0.07374505396363398,0.0,0.006409881424295501,0.12778043001890182,0.38524818,-0.04978943,0.049926758,0.07155440068956764,0.39164758
1,17,2,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,2,1,1,,1,0,,0,176.06136,-88.152,144.71173,172.10638,-65.24681,209.38618,0.22805847,0.18015337,0.95683545,131.73679,0.40948573,0.35,0.44840562,0.73,2,,,,26.574387,444.53882,131.5855,39.397552,,,0.8734633,0.029725598,0.8734633,0.0,0.087669134,0.009141999,0,52,11,0.033156145,176.599,-87.73498,145.1608,178.28102,-87.28766,150.31567,-0.00019292785,0.0038775643,0.032924097,6.5716867,2,1,0.033156145,0,2.0,1.7856213,0.0304654,0.0,0.51910454,-0.20076822,0.2634494,0.94355,164.81624,-72.27356,200.53621,58.688374,0.21994735,2.0025887,0.030236712,36.0,0.42861497,1.6341392,0.02941294,28,1.2314203,1.7856213,0.0304654,49,0.3179482,,,,,,176.599,-87.73498,145.1608,0,52,11,0.033156145,176.599,-87.73498,145.1608,178.28102,-87.28766,150.31567,-0.00019292785,0.0038775643,0.032924097,6.5716867,2,1,0.033156145,0,0,1,0,1,True,True,0.42289745807647705,0.022478627040982246,-0.007869791239500046,0.9997163414955139,0.022478627040982246,-0.007869791239500046,0.9997163414955139,0.022431321442127228,-0.007907522842288017,0.999717116355896,0.022478627040982246,-0.007869791239500046,0.9997163414955139,0.3577243124452923,0.12825718485856122,0.28287889153396917,0.12825718485856122,0.0038985561863831655,0.0005454154569166239,0.033840452204895406,0.0005454154569166239,6.1478652409719405,-0.08115375,0.0,-0.0,0.0,1.7891171386599638,0.0,61.0452753506553,11.75472324762634,-0.0030444309,0.004753209,-0.0030935775,1.205559804278574,0.003329448,0.0033531407294665415,-0.0026907455,0.0,0.0,0.0,0.22946712758673107,0.0,0.03329503674797878,0.38974131271243095,-0.53764343,-0.4170227,-0.44906616,0.15462170667540795,0.8152477
1,17,3,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,3,1,1,,1,0,,0,-9.905255,191.9479,436.69583,-10.887878,198.81491,504.26233,0.035697136,0.06892425,0.99698305,76.14591,0.2868444,0.23,0.32267615,0.55,2,,,,29.748497,106.741135,53.64068,30.399868,,,0.7476561,0.049713038,0.7476561,0.0,0.18165068,0.020980189,0,52,11,0.22853917,-9.954363,191.90158,436.76767,-8.87472,193.84879,464.0388,0.0056482363,0.01634952,0.22788304,28.870872,2,1,0.22853917,0,2.0,1.8913476,0.16750681,0.0,2.8929088,0.0020566024,0.11318249,0.99357206,-9.83528,198.45514,494.29803,57.902557,0.055754803,2.084625,0.17246103,115.0,0.50436705,1.8717877,0.16903977,122,0.7523188,1.8913476,0.16750681,196,0.30194086,0.65717936,0.65717936,0.27483296,11.0,0.06798769,-9.954363,191.90158,436.76767,0,52,11,0.22853917,-9.954363,191.90158,436.76767,-8.87472,193.84879,464.0388,0.0056482363,0.01634952,0.22788304,28.870872,2,1,0.22853917,0,0,1,0,1,True,False,0.25310805439949036,0.005599101539701223,0.016776731237769127,0.9998435974121094,0.005599101539701223,0.016776731237769127,0.9998435974121094,0.005603428464382887,0.016780883073806763,0.9998434782028198,0.005599101539701223,0.016776731237769127,0.9998435974121094,0.09671185752262122,0.05807371876110946,0.06028102517968124,0.05807371876110946,0.0015667219496867558,0.0007707613303752939,0.0009197445534611026,0.0007707613303752939,1.0326940233546722,-0.26705423,-0.0,0.0,0.0,0.6653291641345135,0.0,0.19329358805957067,0.10750404707464378,-0.004933269,0.00024140335,-0.00016447733,0.03800869766325279,0.00020659679,0.0007959606193114619,-0.061032355,0.0,0.0,0.0,0.038638138761511766,0.0,0.00014898322308580872,0.024568885564804077,0.04910755,0.046325684,-0.07183838,0.0022073064185717806,0.09858181
1,17,4,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,4,1,1,,1,0,,0,48.85638,-128.24626,344.81433,39.114906,-139.71284,400.66815,-0.08935044,-0.0501397,0.99473745,85.135025,0.30705634,0.25,0.34361854,0.59,2,,,,43.946224,376.98676,280.09985,55.989433,,,0.90273595,0.01739819,0.90273595,0.0,0.073909335,0.0059565417,0,52,11,0.08320563,48.94666,-128.33643,344.70013,46.67867,-133.9841,364.47986,-0.006795765,0.003518666,0.08285139,22.477633,2,1,0.08320563,0,2.0,1.9362319,0.07938413,0.0,2.1396012,-0.17906278,-0.19183701,0.9649535,42.303017,-135.45403,380.50214,37.102303,0.20591505,1.8443247,0.08021019,74.0,0.9483437,2.0003831,0.07961533,84,0.46252578,1.9362319,0.07938413,115,0.31089583,0.5523079,0.3111105,0.5523079,0.0,0.13658163,48.94666,-128.33643,344.70013,0,52,11,0.08320563,48.94666,-128.33643,344.70013,46.67867,-133.9841,364.47986,-0.006795765,0.003518666,0.08285139,22.477633,2,1,0.08320563,0,0,1,0,1,True,True,0.3247264623641968,0.010836035944521427,-0.011311069130897522,0.9998773336410522,0.010836035944521427,-0.011311069130897522,0.9998773336410522,0.010827971622347832,-0.0113030094653368,0.9998774528503418,0.010836035944521427,-0.011311069130897522,0.9998773336410522,0.2651063347540124,0.10704844953662075,0.10761746322574416,0.10704844953662075,0.005579225537865056,0.0009534841787019755,0.0037608254959622034,0.0009534841787019755,4.851408615358807,-0.045928378,0.0,-0.0,0.0,1.4765079354402124,0.0,2.944297745015547,2.9026980647979332,-0.0018444287,-0.0007025611,0.0003312931,0.005315478099743496,0.00046147188,0.00462574135916308,-0.0038214996,0.0,0.0,0.0,0.15805788521739167,0.0,0.0028073413172602277,0.24152082949876785,-0.090278625,0.090164185,0.11419678,0.0005690136891234043,0.17123292
1,17,5,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,5,1,1,,1,0,,0,131.40323,3.7788103,206.83083,122.61569,15.995881,304.0185,0.32731792,-0.15707524,0.93176734,375.35654,0.9492229,0.84,0.98270506,1.31,2,,,,28.264042,285.8213,148.05823,60.372734,,,0.8239264,0.09575742,0.8239264,0.0,0.07004799,0.010268189,0,52,11,0.08643167,133.28824,2.349383,207.25662,131.78397,3.346778,219.8998,-0.005428663,0.0029314943,0.08620967,13.23553,2,1,0.08643167,0,2.0,5.3848767,0.06401775,0.0,0.9758745,-0.08527107,0.13510826,0.9871549,127.69442,11.212539,272.01437,65.600395,0.10832101,4.880772,0.063457906,53.0,0.49133238,5.397536,0.063519195,39,0.79666406,5.3848767,0.06401775,78,0.30390367,0.7486833,0.1488693,0.10244741,22.0,0.7486833,133.28824,2.349383,207.25662,0,52,11,0.08643167,133.28824,2.349383,207.25662,131.78397,3.346778,219.8998,-0.005428663,0.0029314943,0.08620967,13.23553,2,1,0.08643167,0,0,1,0,1,True,True,0.955085277557373,0.01849273033440113,0.00020959466928616166,0.9998289942741394,0.01849273033440113,0.00020959466928616166,0.9998289942741394,0.018325315788388252,0.0003371314669493586,0.999832034111023,0.01849273033440113,0.00020959466928616166,0.9998289942741394,0.17086900279617404,0.0880742044440162,0.355260022368648,0.0880742044440162,0.0018690760737209266,0.0006704561028132675,0.12054101058969566,0.0006704561028132675,1.787768007298598,-0.2593253,0.0,0.0,0.0,0.9400572945826131,0.0,178.78956427408076,10.050177653654593,-0.014142356,0.6084266,-0.002054441,3.033644409407828,0.009754226,0.0011986199709076591,-0.022413917,0.0,0.0,0.0,0.08279479835215783,0.0,0.11987055448688239,0.8686536103487015,-1.8850098,1.4294271,-0.4257965,0.2671858179246318,2.4037108
1,17,6,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,6,1,1,,1,0,,0,146.18307,167.5875,15.3973255,83.56222,201.93604,190.30574,0.008895866,-0.03588864,0.9993162,600.96643,1.4743154,1.32,1.4950031,1.79,2,,,,47.04788,448.89725,198.78485,58.021496,,,0.7982808,0.12752135,0.7982808,0.0,0.06419199,0.010005864,0,52,11,0.79469883,146.25162,167.61272,15.29237,152.17097,174.21436,56.21836,0.00624129,0.009810703,0.7946136,45.852684,2,1,0.79469883,0,2.0,1.9640286,0.764682,0.0,6.783319,-0.07273011,0.002425208,0.9973486,138.05276,167.88611,127.72325,112.729774,0.15593538,2.5730207,0.76113427,507.0,0.5990719,2.2205229,0.7576728,441,0.60413957,1.9640286,0.764682,765,0.30079752,0.8724855,0.8724855,0.046948496,11.0,0.080566,146.25162,167.61272,15.29237,0,52,11,0.79469883,146.25162,167.61272,15.29237,152.17097,174.21436,56.21836,0.00624129,0.009810703,0.7946136,45.852684,2,1,0.79469883,0,0,1,0,1,True,False,1.3242219686508179,0.01998876966536045,0.015211565420031548,0.9996845126152039,0.01998876966536045,0.015211565420031548,0.9996845126152039,0.019982360303401947,0.015209133736789227,0.9996846914291382,0.01998876966536045,0.015211565420031548,0.9996845126152039,0.09365957873642099,0.012471064487108394,0.05229361399260511,0.012471064487108394,0.006707879689435872,0.00012359748279145127,0.003621246613645776,0.00012359748279145127,53.27197656407149,-0.03777134,0.0,0.0,0.0,6.510151104842645,0.0,28.298708451498033,0.6663192536560494,-0.00046866134,-0.00015048249,0.006863271,3.1931957008691714,0.0005734612,0.006584282206644421,-0.03001684,0.0,0.0,0.0,0.08118851424931259,0.0,0.0034976491308543246,0.5295231342315674,-0.06854248,-0.025222778,0.10495567,0.03982254950549672,0.12786694
1,17,7,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,7,1,1,,1,0,,0,-83.308174,-123.72116,31.701271,-83.473305,-125.12044,170.48102,-0.039268523,0.03616336,0.9985741,202.80396,0.5642905,0.45,0.6035038,0.87,2,,,,21.225933,197.57684,114.251366,32.252632,,,0.91949064,0.027443277,0.91949064,0.0,0.046474244,0.006591841,0,52,11,0.39591664,-83.38222,-123.77544,31.708385,-85.970146,-117.27508,60.221027,-0.0050170696,0.010031829,0.3957574,31.403053,2,1,0.39591664,0,2.0,1.8714066,0.3819873,0.0,3.5773335,0.003548274,0.02564604,0.9996647,-83.003334,-121.03696,138.45248,106.7799,0.078691415,1.7996087,0.38120776,249.0,0.57466584,1.9657105,0.37966916,245,0.6281115,1.8714066,0.3819873,385,0.30010062,0.8112396,0.8112396,0.099011645,11.0,0.089748785,-83.38222,-123.77544,31.708385,0,52,11,0.39591664,-83.38222,-123.77544,31.708385,-85.970146,-117.27508,60.221027,-0.0050170696,0.010031829,0.3957574,31.403053,2,1,0.39591664,0,0,1,0,1,True,True,0.5740970969200134,-0.0008504234720021486,-0.011219260282814503,0.9999366998672485,-0.0008504234720021486,-0.011219260282814503,0.9999366998672485,-0.0008437126525677741,-0.01121434848755598,0.9999368190765381,-0.0008504234720021486,-0.011219260282814503,0.9999366998672485,0.037130073118146735,0.03842660747029361,0.061025657315042114,0.03842660747029361,0.0005266238660292368,0.0005846121594208141,0.0021380127099560483,0.0005846121594208141,-0.09919104906922804,-0.0351825,-0.0,-0.0,0.0,-0.03374053650583611,0.0,2.6571471795492867,0.4500453828364807,-0.0008879984,-0.00043849988,-0.00022437,0.5881094203337911,0.0006035207,-5.798829339157734e-05,-0.013929337,0.0,0.0,0.0,-0.0012965343521468761,0.0,0.001553400550535234,0.17818045616149902,0.074043274,0.054275513,-0.0071144104,0.022599049844748503,0.09208068
1,17,8,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,8,1,1,,1,0,,0,137.06203,165.80637,460.70166,141.50282,167.91882,496.39066,0.12969993,0.09553544,0.9869402,39.39205,0.1999488,0.15,0.23085071,0.35,2,,,,9.611534,157.6777,69.70881,15.415221,,,0.911172,0.0023267327,0.911172,0.0,0.037359796,0.049141504,0,52,11,0.12594347,137.3726,165.73898,460.67413,134.65639,165.24182,485.16235,0.006860127,0.011121846,0.12526268,28.012243,2,1,0.12594347,0,2.0,2.129359,0.09874743,0.0,3.4134662,0.03899453,0.031709813,0.99873596,138.50067,166.65631,489.56635,28.928785,0.17896259,2.152916,0.09840678,65.0,0.56944424,2.4502711,0.09970944,70,0.6357192,2.129359,0.09874743,121,0.3003797,0.66167605,0.19149387,0.66167605,0.0,0.14683008,137.3726,165.73898,460.67413,0,52,11,0.12594347,137.3726,165.73898,460.67413,134.65639,165.24182,485.16235,0.006860127,0.011121846,0.12526268,28.012243,2,1,0.12594347,0,0,1,0,1,True,True,0.22614866495132446,0.01843823306262493,0.014457568526268005,0.9997254610061646,0.01843823306262493,0.014457568526268005,0.9997254610061646,0.01841110549867153,0.014463418163359165,0.999725878238678,0.01843823306262493,0.014457568526268005,0.9997254610061646,0.026856168767630466,0.08235480983934478,0.13839015357232096,0.08235480983934478,7.122196082395103e-05,0.0008541882282082121,0.004331161827463592,0.0008541882282082121,-0.9166202969416357,-0.21593843,0.0,0.0,0.0,-0.6738967788278468,0.0,4.0705004874029385,0.7956363303357118,-0.0022608393,0.00040655982,5.975342e-05,0.6804137346961058,0.00062733464,-0.0007829662673842611,-0.027196035,0.0,0.0,0.0,-0.05549864107171431,0.0,0.0034769735992553796,0.100205197930336,-0.3105774,0.06738281,0.027526855,0.05603534373297618,0.3189929
1,17,10,1,1,,-1,1,,4294967295,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,,,,,,,,,,,,,,,,0.0,,,,0,,,,0,,,,,,,,,,63,63,-2147483648,,,,,,,,,,,,-2147483648,0,,-2147483648,0,1,0,1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,10,1,1,,1,0,,0,-187.51472,-193.43602,5.2441964,-187.85216,-199.26764,135.20074,0.2954723,-0.30870172,0.90410143,200.60486,0.55947715,0.48,0.5987241,0.91,2,,,,3.6712077,185.37222,79.75719,7.801075,,,0.90628266,0.05214494,0.90628266,0.0,0.03945334,0.0021190452,0,52,11,0.46617237,-186.0774,-194.94357,0.088880464,-185.90733,-194.81462,3.0354006,-0.0113425655,-0.023427567,0.76869524,3.2913797,2,0,0.76913595,0,2.0,15.970635,0.6880798,4.5398784,10.253511,-0.023229957,-0.016055688,0.9996013,-187.63628,-196.02101,67.16886,67.10674,0.12546863,10.955637,0.7062272,385.0,0.617416,6.83789,0.70612735,301,0.5839924,15.970635,0.6880798,524,0.30011967,0.38344398,0.38344398,0.27373657,11.0,0.34281945,-186.0774,-194.94357,0.088880464,0,52,11,0.46617237,-186.0774,-194.94357,0.088880464,-185.90733,-194.81462,3.0354006,-0.0113425655,-0.023427567,0.76869524,3.2913797,2,0,0.76913595,0,0,1,0,1,True,True,0.5693666338920593,-0.010186643339693546,-0.017718298360705376,0.999791145324707,-0.010186643339693546,-0.017718298360705376,0.999791145324707,-0.010312461294233799,-0.01757306419312954,0.9997923970222473,-0.010186643339693546,-0.017718298360705376,0.999791145324707,0.013152386306937667,0.013542561907257411,0.43637078503688576,0.013542561907257411,0.00011902766250230502,0.00014106028966583196,0.1084184881256691,0.00014106028966583196,-0.15619298114105426,-0.10538602,-0.0,-0.0,0.0,-0.028811062706728417,0.0,767.5968062486585,-0.25973212874187457,0.0077243783,-0.0077332794,58.0028,31.222173915486124,0.02063192,-2.2032627163526944e-05,-0.08105618,0.0,0.0,0.0,-0.00039017560031974485,0.0,0.10827742783600326,-0.19976931810379028,-1.4373322,1.5075531,5.155316,0.42282822312962837,5.560209
